Wavelength Spectrum:
Wavelength: -3.60e-03 m, Magnitude: 0.49999999999923483
Wavelength: 1.37e-06 m, Magnitude: 0.5005240459720321
Wavelength: 1.37e-06 m, Magnitude: 0.500525246898544
Wavelength: 1.37e-06 m, Magnitude: 0.500526449203582
Wavelength: 1.37e-06 m, Magnitude: 0.5005276528857987
Wavelength: 1.37e-06 m, Magnitude: 0.5005288579460229
Wavelength: 1.36e-06 m, Magnitude: 0.5005300643846284
Wavelength: 1.36e-06 m, Magnitude: 0.5005312722018211
Wavelength: 1.36e-06 m, Magnitude: 0.5005324813970681
Wavelength: 1.36e-06 m, Magnitude: 0.5005336919701516
Wavelength: 1.36e-06 m, Magnitude: 0.5005349039213033
Wavelength: 1.36e-06 m, Magnitude: 0.500536117251067
Wavelength: 1.36e-06 m, Magnitude: 0.5005373319591521
Wavelength: 1.35e-06 m, Magnitude: 0.5005385480453558
Wavelength: 1.35e-06 m, Magnitude: 0.5005397655094878
Wavelength: 1.35e-06 m, Magnitude: 0.5005409843519755
Wavelength: 1.35e-06 m, Magnitude: 0.500542204573325
Wavelength: 1.35e-06 m, Magnitude: 0.5005434261726096
Wavelength: 1.35e-06 m, Magnitude: 0.5005446491501164
Wavelength: 1.34e-06 m, Magnitude: 0.5005458735059124
Wavelength: 1.34e-06 m, Magnitude: 0.5005470992402681
Wavelength: 1.34e-06 m, Magnitude: 0.5005483263531174
Wavelength: 1.34e-06 m, Magnitude: 0.5005495548445879
Wavelength: 1.34e-06 m, Magnitude: 0.5005507847138969
Wavelength: 1.34e-06 m, Magnitude: 0.500552015961967
Wavelength: 1.34e-06 m, Magnitude: 0.5005532485879066
Wavelength: 1.33e-06 m, Magnitude: 0.500554482593514
Wavelength: 1.33e-06 m, Magnitude: 0.5005557179780528
Wavelength: 1.33e-06 m, Magnitude: 0.5005569547384263
Wavelength: 1.33e-06 m, Magnitude: 0.5005581928796157
Wavelength: 1.33e-06 m, Magnitude: 0.5005594323985166
Wavelength: 1.33e-06 m, Magnitude: 0.5005606732949045
Wavelength: 1.33e-06 m, Magnitude: 0.5005619155704786
Wavelength: 1.32e-06 m, Magnitude: 0.5005631592259594
Wavelength: 1.32e-06 m, Magnitude: 0.5005644042593034
Wavelength: 1.32e-06 m, Magnitude: 0.5005656506709856
Wavelength: 1.32e-06 m, Magnitude: 0.5005668984613868
Wavelength: 1.32e-06 m, Magnitude: 0.500568147630486
Wavelength: 1.32e-06 m, Magnitude: 0.5005693981788176
Wavelength: 1.32e-06 m, Magnitude: 0.5005706501052828
Wavelength: 1.31e-06 m, Magnitude: 0.5005719034102165
Wavelength: 1.31e-06 m, Magnitude: 0.5005731580941768
Wavelength: 1.31e-06 m, Magnitude: 0.5005744141569723
Wavelength: 1.31e-06 m, Magnitude: 0.5005756715986425
Wavelength: 1.31e-06 m, Magnitude: 0.5005769304188913
Wavelength: 1.31e-06 m, Magnitude: 0.5005781906176657
Wavelength: 1.31e-06 m, Magnitude: 0.5005794521956739
Wavelength: 1.30e-06 m, Magnitude: 0.5005807151525312
Wavelength: 1.30e-06 m, Magnitude: 0.5005819794880477
Wavelength: 1.30e-06 m, Magnitude: 0.5005832452021847
Wavelength: 1.30e-06 m, Magnitude: 0.5005845122954455
Wavelength: 1.30e-06 m, Magnitude: 0.5005857807677475
Wavelength: 1.30e-06 m, Magnitude: 0.5005870506189971
Wavelength: 1.30e-06 m, Magnitude: 0.5005883218487266
Wavelength: 1.29e-06 m, Magnitude: 0.5005895944576872
Wavelength: 1.29e-06 m, Magnitude: 0.5005908684455647
Wavelength: 1.29e-06 m, Magnitude: 0.5005921438127255
Wavelength: 1.29e-06 m, Magnitude: 0.5005934205587099
Wavelength: 1.29e-06 m, Magnitude: 0.5005946986834543
Wavelength: 1.29e-06 m, Magnitude: 0.5005959781874105
Wavelength: 1.29e-06 m, Magnitude: 0.5005972590705469
Wavelength: 1.28e-06 m, Magnitude: 0.5005985413327436
Wavelength: 1.28e-06 m, Magnitude: 0.5005998249739158
Wavelength: 1.28e-06 m, Magnitude: 0.5006011099940033
Wavelength: 1.28e-06 m, Magnitude: 0.5006023963935115
Wavelength: 1.28e-06 m, Magnitude: 0.5006036841723177
Wavelength: 1.28e-06 m, Magnitude: 0.5006049733298754
Wavelength: 1.28e-06 m, Magnitude: 0.5006062638668394
Wavelength: 1.27e-06 m, Magnitude: 0.5006075557827535
Wavelength: 1.27e-06 m, Magnitude: 0.5006088490783761
Wavelength: 1.27e-06 m, Magnitude: 0.5006101437528526
Wavelength: 1.27e-06 m, Magnitude: 0.5006114398065509
Wavelength: 1.27e-06 m, Magnitude: 0.5006127372396355
Wavelength: 1.27e-06 m, Magnitude: 0.5006140360521796
Wavelength: 1.27e-06 m, Magnitude: 0.5006153362439272
Wavelength: 1.27e-06 m, Magnitude: 0.5006166378154712
Wavelength: 1.26e-06 m, Magnitude: 0.500617940765214
Wavelength: 1.26e-06 m, Magnitude: 0.5006192450947657
Wavelength: 1.26e-06 m, Magnitude: 0.5006205508039877
Wavelength: 1.26e-06 m, Magnitude: 0.5006218578926666
Wavelength: 1.26e-06 m, Magnitude: 0.5006231663602705
Wavelength: 1.26e-06 m, Magnitude: 0.5006244762072309
Wavelength: 1.26e-06 m, Magnitude: 0.5006257874341158
Wavelength: 1.25e-06 m, Magnitude: 0.5006271000407982
Wavelength: 1.25e-06 m, Magnitude: 0.5006284140263467
Wavelength: 1.25e-06 m, Magnitude: 0.5006297293905664
Wavelength: 1.25e-06 m, Magnitude: 0.5006310461341184
Wavelength: 1.25e-06 m, Magnitude: 0.5006323642584612
Wavelength: 1.25e-06 m, Magnitude: 0.5006336837635066
Wavelength: 1.25e-06 m, Magnitude: 0.5006350046481816
Wavelength: 1.25e-06 m, Magnitude: 0.500636326911579
Wavelength: 1.24e-06 m, Magnitude: 0.5006376505534318
Wavelength: 1.24e-06 m, Magnitude: 0.5006389755756362
Wavelength: 1.24e-06 m, Magnitude: 0.5006403019775406
Wavelength: 1.24e-06 m, Magnitude: 0.5006416297592587
Wavelength: 1.24e-06 m, Magnitude: 0.5006429589205886
Wavelength: 1.24e-06 m, Magnitude: 0.5006442894612265
Wavelength: 1.24e-06 m, Magnitude: 0.5006456213818035
Wavelength: 1.24e-06 m, Magnitude: 0.5006469546821821
Wavelength: 1.23e-06 m, Magnitude: 0.5006482893625701
Wavelength: 1.23e-06 m, Magnitude: 0.5006496254222795
Wavelength: 1.23e-06 m, Magnitude: 0.5006509628618396
Wavelength: 1.23e-06 m, Magnitude: 0.5006523016814122
Wavelength: 1.23e-06 m, Magnitude: 0.5006536418809373
Wavelength: 1.23e-06 m, Magnitude: 0.5006549834600165
Wavelength: 1.23e-06 m, Magnitude: 0.5006563264190598
Wavelength: 1.23e-06 m, Magnitude: 0.5006576707579605
Wavelength: 1.22e-06 m, Magnitude: 0.5006590164768802
Wavelength: 1.22e-06 m, Magnitude: 0.5006603635756384
Wavelength: 1.22e-06 m, Magnitude: 0.5006617120543825
Wavelength: 1.22e-06 m, Magnitude: 0.5006630619130304
Wavelength: 1.22e-06 m, Magnitude: 0.500664413151652
Wavelength: 1.22e-06 m, Magnitude: 0.500665765770388
Wavelength: 1.22e-06 m, Magnitude: 0.5006671197690143
Wavelength: 1.22e-06 m, Magnitude: 0.5006684751475869
Wavelength: 1.21e-06 m, Magnitude: 0.5006698319062663
Wavelength: 1.21e-06 m, Magnitude: 0.5006711900452511
Wavelength: 1.21e-06 m, Magnitude: 0.5006725495641418
Wavelength: 1.21e-06 m, Magnitude: 0.5006739104630638
Wavelength: 1.21e-06 m, Magnitude: 0.5006752727420606
Wavelength: 1.21e-06 m, Magnitude: 0.5006766364016935
Wavelength: 1.21e-06 m, Magnitude: 0.5006780014408783
Wavelength: 1.21e-06 m, Magnitude: 0.5006793678608437
Wavelength: 1.20e-06 m, Magnitude: 0.5006807356605479
Wavelength: 1.20e-06 m, Magnitude: 0.5006821048407217
Wavelength: 1.20e-06 m, Magnitude: 0.500683475401033
Wavelength: 1.20e-06 m, Magnitude: 0.5006848473416181
Wavelength: 1.20e-06 m, Magnitude: 0.5006862206627087
Wavelength: 1.20e-06 m, Magnitude: 0.5006875953635005
Wavelength: 1.20e-06 m, Magnitude: 0.500688971444931
Wavelength: 1.20e-06 m, Magnitude: 0.5006903489068041
Wavelength: 1.19e-06 m, Magnitude: 0.5006917277489056
Wavelength: 1.19e-06 m, Magnitude: 0.5006931079714618
Wavelength: 1.19e-06 m, Magnitude: 0.5006944895743262
Wavelength: 1.19e-06 m, Magnitude: 0.500695872557558
Wavelength: 1.19e-06 m, Magnitude: 0.5006972569213703
Wavelength: 1.19e-06 m, Magnitude: 0.5006986426652793
Wavelength: 1.19e-06 m, Magnitude: 0.5007000297903792
Wavelength: 1.19e-06 m, Magnitude: 0.5007014182950197
Wavelength: 1.19e-06 m, Magnitude: 0.5007028081810371
Wavelength: 1.18e-06 m, Magnitude: 0.5007041994472875
Wavelength: 1.18e-06 m, Magnitude: 0.5007055920939557
Wavelength: 1.18e-06 m, Magnitude: 0.5007069861212037
Wavelength: 1.18e-06 m, Magnitude: 0.5007083815290649
Wavelength: 1.18e-06 m, Magnitude: 0.5007097783177414
Wavelength: 1.18e-06 m, Magnitude: 0.500711176486797
Wavelength: 1.18e-06 m, Magnitude: 0.5007125760364364
Wavelength: 1.18e-06 m, Magnitude: 0.5007139769668998
Wavelength: 1.17e-06 m, Magnitude: 0.5007153792779072
Wavelength: 1.17e-06 m, Magnitude: 0.500716782969653
Wavelength: 1.17e-06 m, Magnitude: 0.5007181880421598
Wavelength: 1.17e-06 m, Magnitude: 0.5007195944952593
Wavelength: 1.17e-06 m, Magnitude: 0.5007210023293835
Wavelength: 1.17e-06 m, Magnitude: 0.5007224115440913
Wavelength: 1.17e-06 m, Magnitude: 0.500723822139691
Wavelength: 1.17e-06 m, Magnitude: 0.5007252341159961
Wavelength: 1.17e-06 m, Magnitude: 0.5007266474731541
Wavelength: 1.16e-06 m, Magnitude: 0.5007280622113015
Wavelength: 1.16e-06 m, Magnitude: 0.5007294783302942
Wavelength: 1.16e-06 m, Magnitude: 0.5007308958300061
Wavelength: 1.16e-06 m, Magnitude: 0.5007323147107101
Wavelength: 1.16e-06 m, Magnitude: 0.5007337349723037
Wavelength: 1.16e-06 m, Magnitude: 0.5007351566150549
Wavelength: 1.16e-06 m, Magnitude: 0.5007365796385123
Wavelength: 1.16e-06 m, Magnitude: 0.500738004042995
Wavelength: 1.16e-06 m, Magnitude: 0.5007394298286912
Wavelength: 1.15e-06 m, Magnitude: 0.5007408569951138
Wavelength: 1.15e-06 m, Magnitude: 0.5007422855429109
Wavelength: 1.15e-06 m, Magnitude: 0.5007437154714958
Wavelength: 1.15e-06 m, Magnitude: 0.5007451467814955
Wavelength: 1.15e-06 m, Magnitude: 0.5007465794723314
Wavelength: 1.15e-06 m, Magnitude: 0.5007480135444391
Wavelength: 1.15e-06 m, Magnitude: 0.500749448997615
Wavelength: 1.15e-06 m, Magnitude: 0.5007508858318318
Wavelength: 1.15e-06 m, Magnitude: 0.5007523240475072
Wavelength: 1.14e-06 m, Magnitude: 0.5007537636442461
Wavelength: 1.14e-06 m, Magnitude: 0.5007552046221542
Wavelength: 1.14e-06 m, Magnitude: 0.5007566469815047
Wavelength: 1.14e-06 m, Magnitude: 0.5007580907219235
Wavelength: 1.14e-06 m, Magnitude: 0.5007595358438778
Wavelength: 1.14e-06 m, Magnitude: 0.5007609823470061
Wavelength: 1.14e-06 m, Magnitude: 0.5007624302307648
Wavelength: 1.14e-06 m, Magnitude: 0.5007638794974392
Wavelength: 1.14e-06 m, Magnitude: 0.500765330143531
Wavelength: 1.13e-06 m, Magnitude: 0.5007667821720854
Wavelength: 1.13e-06 m, Magnitude: 0.5007682355818575
Wavelength: 1.13e-06 m, Magnitude: 0.500769690373507
Wavelength: 1.13e-06 m, Magnitude: 0.5007711465459063
Wavelength: 1.13e-06 m, Magnitude: 0.5007726041004379
Wavelength: 1.13e-06 m, Magnitude: 0.5007740630363859
Wavelength: 1.13e-06 m, Magnitude: 0.5007755233534934
Wavelength: 1.13e-06 m, Magnitude: 0.5007769850521488
Wavelength: 1.13e-06 m, Magnitude: 0.5007784481326408
Wavelength: 1.13e-06 m, Magnitude: 0.5007799125945228
Wavelength: 1.12e-06 m, Magnitude: 0.5007813784380386
Wavelength: 1.12e-06 m, Magnitude: 0.500782845662911
Wavelength: 1.12e-06 m, Magnitude: 0.500784314269576
Wavelength: 1.12e-06 m, Magnitude: 0.5007857842579677
Wavelength: 1.12e-06 m, Magnitude: 0.5007872556279168
Wavelength: 1.12e-06 m, Magnitude: 0.5007887283796492
Wavelength: 1.12e-06 m, Magnitude: 0.5007902025128328
Wavelength: 1.12e-06 m, Magnitude: 0.5007916780279851
Wavelength: 1.12e-06 m, Magnitude: 0.5007931549250442
Wavelength: 1.11e-06 m, Magnitude: 0.5007946332036564
Wavelength: 1.11e-06 m, Magnitude: 0.5007961128639637
Wavelength: 1.11e-06 m, Magnitude: 0.5007975939062131
Wavelength: 1.11e-06 m, Magnitude: 0.5007990763302865
Wavelength: 1.11e-06 m, Magnitude: 0.5008005601364013
Wavelength: 1.11e-06 m, Magnitude: 0.5008020453238852
Wavelength: 1.11e-06 m, Magnitude: 0.5008035318935827
Wavelength: 1.11e-06 m, Magnitude: 0.500805019845209
Wavelength: 1.11e-06 m, Magnitude: 0.5008065091786649
Wavelength: 1.11e-06 m, Magnitude: 0.5008079998942944
Wavelength: 1.10e-06 m, Magnitude: 0.5008094919913959
Wavelength: 1.10e-06 m, Magnitude: 0.5008109854707377
Wavelength: 1.10e-06 m, Magnitude: 0.5008124803324006
Wavelength: 1.10e-06 m, Magnitude: 0.5008139765759171
Wavelength: 1.10e-06 m, Magnitude: 0.5008154742013917
Wavelength: 1.10e-06 m, Magnitude: 0.5008169732087345
Wavelength: 1.10e-06 m, Magnitude: 0.5008184735984642
Wavelength: 1.10e-06 m, Magnitude: 0.5008199753706599
Wavelength: 1.10e-06 m, Magnitude: 0.5008214785244002
Wavelength: 1.10e-06 m, Magnitude: 0.5008229830600929
Wavelength: 1.09e-06 m, Magnitude: 0.5008244889783796
Wavelength: 1.09e-06 m, Magnitude: 0.5008259962791362
Wavelength: 1.09e-06 m, Magnitude: 0.5008275049628096
Wavelength: 1.09e-06 m, Magnitude: 0.5008290150270612
Wavelength: 1.09e-06 m, Magnitude: 0.5008305264735037
Wavelength: 1.09e-06 m, Magnitude: 0.5008320393034008
Wavelength: 1.09e-06 m, Magnitude: 0.5008335535146443
Wavelength: 1.09e-06 m, Magnitude: 0.500835069109056
Wavelength: 1.09e-06 m, Magnitude: 0.5008365860865902
Wavelength: 1.09e-06 m, Magnitude: 0.5008381044455308
Wavelength: 1.08e-06 m, Magnitude: 0.5008396241857971
Wavelength: 1.08e-06 m, Magnitude: 0.500841145309417
Wavelength: 1.08e-06 m, Magnitude: 0.5008426678158245
Wavelength: 1.08e-06 m, Magnitude: 0.5008441917040657
Wavelength: 1.08e-06 m, Magnitude: 0.500845716975349
Wavelength: 1.08e-06 m, Magnitude: 0.5008472436281569
Wavelength: 1.08e-06 m, Magnitude: 0.5008487716645175
Wavelength: 1.08e-06 m, Magnitude: 0.5008503010832647
Wavelength: 1.08e-06 m, Magnitude: 0.5008518318841411
Wavelength: 1.08e-06 m, Magnitude: 0.5008533640676952
Wavelength: 1.07e-06 m, Magnitude: 0.5008548976338191
Wavelength: 1.07e-06 m, Magnitude: 0.5008564325828355
Wavelength: 1.07e-06 m, Magnitude: 0.5008579689144902
Wavelength: 1.07e-06 m, Magnitude: 0.5008595066283679
Wavelength: 1.07e-06 m, Magnitude: 0.5008610457251299
Wavelength: 1.07e-06 m, Magnitude: 0.5008625862047098
Wavelength: 1.07e-06 m, Magnitude: 0.5008641280669425
Wavelength: 1.07e-06 m, Magnitude: 0.5008656713120949
Wavelength: 1.07e-06 m, Magnitude: 0.5008672159396022
Wavelength: 1.07e-06 m, Magnitude: 0.5008687619503113
Wavelength: 1.07e-06 m, Magnitude: 0.500870309343682
Wavelength: 1.06e-06 m, Magnitude: 0.5008718581199287
Wavelength: 1.06e-06 m, Magnitude: 0.5008734082789561
Wavelength: 1.06e-06 m, Magnitude: 0.5008749598207582
Wavelength: 1.06e-06 m, Magnitude: 0.5008765127455606
Wavelength: 1.06e-06 m, Magnitude: 0.5008780670534587
Wavelength: 1.06e-06 m, Magnitude: 0.5008796227440253
Wavelength: 1.06e-06 m, Magnitude: 0.5008811798176427
Wavelength: 1.06e-06 m, Magnitude: 0.5008827382741636
Wavelength: 1.06e-06 m, Magnitude: 0.5008842981137739
Wavelength: 1.06e-06 m, Magnitude: 0.5008858593364627
Wavelength: 1.05e-06 m, Magnitude: 0.50088742194211
Wavelength: 1.05e-06 m, Magnitude: 0.5008889859307787
Wavelength: 1.05e-06 m, Magnitude: 0.5008905513026155
Wavelength: 1.05e-06 m, Magnitude: 0.5008921180574627
Wavelength: 1.05e-06 m, Magnitude: 0.5008936861956761
Wavelength: 1.05e-06 m, Magnitude: 0.5008952557170242
Wavelength: 1.05e-06 m, Magnitude: 0.5008968266215625
Wavelength: 1.05e-06 m, Magnitude: 0.5008983989090526
Wavelength: 1.05e-06 m, Magnitude: 0.5008999725794905
Wavelength: 1.05e-06 m, Magnitude: 0.5009015476333182
Wavelength: 1.05e-06 m, Magnitude: 0.5009031240708461
Wavelength: 1.04e-06 m, Magnitude: 0.5009047018908565
Wavelength: 1.04e-06 m, Magnitude: 0.5009062810950913
Wavelength: 1.04e-06 m, Magnitude: 0.500907861682513
Wavelength: 1.04e-06 m, Magnitude: 0.5009094436531977
Wavelength: 1.04e-06 m, Magnitude: 0.5009110270071557
Wavelength: 1.04e-06 m, Magnitude: 0.5009126117443713
Wavelength: 1.04e-06 m, Magnitude: 0.5009141978646287
Wavelength: 1.04e-06 m, Magnitude: 0.5009157853693383
Wavelength: 1.04e-06 m, Magnitude: 0.5009173742563797
Wavelength: 1.04e-06 m, Magnitude: 0.500918964527554
Wavelength: 1.04e-06 m, Magnitude: 0.5009205561820165
Wavelength: 1.03e-06 m, Magnitude: 0.5009221492204242
Wavelength: 1.03e-06 m, Magnitude: 0.500923743641853
Wavelength: 1.03e-06 m, Magnitude: 0.5009253394472717
Wavelength: 1.03e-06 m, Magnitude: 0.5009269366361415
Wavelength: 1.03e-06 m, Magnitude: 0.5009285352083416
Wavelength: 1.03e-06 m, Magnitude: 0.5009301351643736
Wavelength: 1.03e-06 m, Magnitude: 0.5009317365042152
Wavelength: 1.03e-06 m, Magnitude: 0.5009333392275841
Wavelength: 1.03e-06 m, Magnitude: 0.5009349433346657
Wavelength: 1.03e-06 m, Magnitude: 0.500936548825294
Wavelength: 1.03e-06 m, Magnitude: 0.5009381556998089
Wavelength: 1.03e-06 m, Magnitude: 0.5009397639582156
Wavelength: 1.02e-06 m, Magnitude: 0.5009413736002348
Wavelength: 1.02e-06 m, Magnitude: 0.5009429846262634
Wavelength: 1.02e-06 m, Magnitude: 0.5009445970357587
Wavelength: 1.02e-06 m, Magnitude: 0.5009462108293778
Wavelength: 1.02e-06 m, Magnitude: 0.5009478260070086
Wavelength: 1.02e-06 m, Magnitude: 0.500949442568316
Wavelength: 1.02e-06 m, Magnitude: 0.5009510605134903
Wavelength: 1.02e-06 m, Magnitude: 0.5009526798427628
Wavelength: 1.02e-06 m, Magnitude: 0.5009543005559336
Wavelength: 1.02e-06 m, Magnitude: 0.5009559226532514
Wavelength: 1.02e-06 m, Magnitude: 0.5009575461341483
Wavelength: 1.01e-06 m, Magnitude: 0.5009591709993683
Wavelength: 1.01e-06 m, Magnitude: 0.5009607972486882
Wavelength: 1.01e-06 m, Magnitude: 0.5009624248820241
Wavelength: 1.01e-06 m, Magnitude: 0.5009640538994652
Wavelength: 1.01e-06 m, Magnitude: 0.500965684300768
Wavelength: 1.01e-06 m, Magnitude: 0.5009673160865155
Wavelength: 1.01e-06 m, Magnitude: 0.5009689492566031
Wavelength: 1.01e-06 m, Magnitude: 0.5009705838106032
Wavelength: 1.01e-06 m, Magnitude: 0.5009722197488566
Wavelength: 1.01e-06 m, Magnitude: 0.5009738570712418
Wavelength: 1.01e-06 m, Magnitude: 0.5009754957781042
Wavelength: 1.01e-06 m, Magnitude: 0.5009771358691236
Wavelength: 1.00e-06 m, Magnitude: 0.5009787773444387
Wavelength: 1.00e-06 m, Magnitude: 0.5009804202034063
Wavelength: 1.00e-06 m, Magnitude: 0.5009820644475337
Wavelength: 1.00e-06 m, Magnitude: 0.5009837100762663
Wavelength: 1.00e-06 m, Magnitude: 0.5009853570899736
Wavelength: 1.00e-06 m, Magnitude: 0.5009870054866934
Wavelength: 1.00e-06 m, Magnitude: 0.5009886552674226
Wavelength: 9.99e-07 m, Magnitude: 0.5009903064338618
Wavelength: 9.98e-07 m, Magnitude: 0.5009919589840595
Wavelength: 9.97e-07 m, Magnitude: 0.5009936129193511
Wavelength: 9.96e-07 m, Magnitude: 0.5009952682395289
Wavelength: 9.95e-07 m, Magnitude: 0.5009969249436798
Wavelength: 9.95e-07 m, Magnitude: 0.5009985830318723
Wavelength: 9.94e-07 m, Magnitude: 0.5010002425051868
Wavelength: 9.93e-07 m, Magnitude: 0.5010019033633607
Wavelength: 9.92e-07 m, Magnitude: 0.5010035656057656
Wavelength: 9.91e-07 m, Magnitude: 0.5010052292330737
Wavelength: 9.91e-07 m, Magnitude: 0.501006894244762
Wavelength: 9.90e-07 m, Magnitude: 0.5010085606415691
Wavelength: 9.89e-07 m, Magnitude: 0.5010102284230766
Wavelength: 9.88e-07 m, Magnitude: 0.5010118975890436
Wavelength: 9.87e-07 m, Magnitude: 0.5010135681398128
Wavelength: 9.86e-07 m, Magnitude: 0.5010152400754639
Wavelength: 9.86e-07 m, Magnitude: 0.5010169133960393
Wavelength: 9.85e-07 m, Magnitude: 0.5010185881015642
Wavelength: 9.84e-07 m, Magnitude: 0.5010202641916065
Wavelength: 9.83e-07 m, Magnitude: 0.5010219416666782
Wavelength: 9.82e-07 m, Magnitude: 0.5010236205268251
Wavelength: 9.82e-07 m, Magnitude: 0.5010253007717586
Wavelength: 9.81e-07 m, Magnitude: 0.50102698240184
Wavelength: 9.80e-07 m, Magnitude: 0.5010286654166869
Wavelength: 9.79e-07 m, Magnitude: 0.5010303498166956
Wavelength: 9.78e-07 m, Magnitude: 0.5010320356017184
Wavelength: 9.78e-07 m, Magnitude: 0.5010337227717775
Wavelength: 9.77e-07 m, Magnitude: 0.5010354113268639
Wavelength: 9.76e-07 m, Magnitude: 0.5010371012670864
Wavelength: 9.75e-07 m, Magnitude: 0.5010387925924169
Wavelength: 9.74e-07 m, Magnitude: 0.5010404853029999
Wavelength: 9.74e-07 m, Magnitude: 0.5010421793986807
Wavelength: 9.73e-07 m, Magnitude: 0.5010438748794873
Wavelength: 9.72e-07 m, Magnitude: 0.5010455717456093
Wavelength: 9.71e-07 m, Magnitude: 0.5010472699968563
Wavelength: 9.70e-07 m, Magnitude: 0.5010489696336032
Wavelength: 9.70e-07 m, Magnitude: 0.5010506706556666
Wavelength: 9.69e-07 m, Magnitude: 0.5010523730626558
Wavelength: 9.68e-07 m, Magnitude: 0.5010540768553754
Wavelength: 9.67e-07 m, Magnitude: 0.5010557820331543
Wavelength: 9.67e-07 m, Magnitude: 0.5010574885967944
Wavelength: 9.66e-07 m, Magnitude: 0.5010591965456321
Wavelength: 9.65e-07 m, Magnitude: 0.5010609058799255
Wavelength: 9.64e-07 m, Magnitude: 0.5010626165992828
Wavelength: 9.63e-07 m, Magnitude: 0.5010643287039227
Wavelength: 9.63e-07 m, Magnitude: 0.5010660421943213
Wavelength: 9.62e-07 m, Magnitude: 0.5010677570705923
Wavelength: 9.61e-07 m, Magnitude: 0.5010694733320366
Wavelength: 9.60e-07 m, Magnitude: 0.5010711909794265
Wavelength: 9.60e-07 m, Magnitude: 0.5010729100122718
Wavelength: 9.59e-07 m, Magnitude: 0.5010746304307584
Wavelength: 9.58e-07 m, Magnitude: 0.5010763522348815
Wavelength: 9.57e-07 m, Magnitude: 0.5010780754246161
Wavelength: 9.57e-07 m, Magnitude: 0.5010797999999151
Wavelength: 9.56e-07 m, Magnitude: 0.5010815259612443
Wavelength: 9.55e-07 m, Magnitude: 0.501083253307973
Wavelength: 9.54e-07 m, Magnitude: 0.5010849820407229
Wavelength: 9.53e-07 m, Magnitude: 0.5010867121591649
Wavelength: 9.53e-07 m, Magnitude: 0.5010884436635041
Wavelength: 9.52e-07 m, Magnitude: 0.5010901765534841
Wavelength: 9.51e-07 m, Magnitude: 0.5010919108296212
Wavelength: 9.50e-07 m, Magnitude: 0.5010936464914335
Wavelength: 9.50e-07 m, Magnitude: 0.5010953835391166
Wavelength: 9.49e-07 m, Magnitude: 0.5010971219726129
Wavelength: 9.48e-07 m, Magnitude: 0.5010988617924218
Wavelength: 9.47e-07 m, Magnitude: 0.5011006029979619
Wavelength: 9.47e-07 m, Magnitude: 0.5011023455895228
Wavelength: 9.46e-07 m, Magnitude: 0.5011040895670914
Wavelength: 9.45e-07 m, Magnitude: 0.5011058349307075
Wavelength: 9.44e-07 m, Magnitude: 0.5011075816805685
Wavelength: 9.44e-07 m, Magnitude: 0.5011093298164147
Wavelength: 9.43e-07 m, Magnitude: 0.5011110793384433
Wavelength: 9.42e-07 m, Magnitude: 0.5011128302465103
Wavelength: 9.42e-07 m, Magnitude: 0.5011145825407777
Wavelength: 9.41e-07 m, Magnitude: 0.5011163362213411
Wavelength: 9.40e-07 m, Magnitude: 0.5011180912879849
Wavelength: 9.39e-07 m, Magnitude: 0.5011198477409899
Wavelength: 9.39e-07 m, Magnitude: 0.5011216055801354
Wavelength: 9.38e-07 m, Magnitude: 0.5011233648056523
Wavelength: 9.37e-07 m, Magnitude: 0.5011251254174257
Wavelength: 9.36e-07 m, Magnitude: 0.5011268874156286
Wavelength: 9.36e-07 m, Magnitude: 0.5011286508000335
Wavelength: 9.35e-07 m, Magnitude: 0.5011304155710017
Wavelength: 9.34e-07 m, Magnitude: 0.5011321817284682
Wavelength: 9.33e-07 m, Magnitude: 0.501133949272127
Wavelength: 9.33e-07 m, Magnitude: 0.5011357182023263
Wavelength: 9.32e-07 m, Magnitude: 0.5011374885190477
Wavelength: 9.31e-07 m, Magnitude: 0.5011392602224686
Wavelength: 9.31e-07 m, Magnitude: 0.5011410333121913
Wavelength: 9.30e-07 m, Magnitude: 0.5011428077885516
Wavelength: 9.29e-07 m, Magnitude: 0.5011445836514907
Wavelength: 9.28e-07 m, Magnitude: 0.5011463609008487
Wavelength: 9.28e-07 m, Magnitude: 0.5011481395370349
Wavelength: 9.27e-07 m, Magnitude: 0.5011499195598826
Wavelength: 9.26e-07 m, Magnitude: 0.5011517009691849
Wavelength: 9.26e-07 m, Magnitude: 0.5011534837654846
Wavelength: 9.25e-07 m, Magnitude: 0.5011552679483167
Wavelength: 9.24e-07 m, Magnitude: 0.501157053518187
Wavelength: 9.23e-07 m, Magnitude: 0.5011588404744795
Wavelength: 9.23e-07 m, Magnitude: 0.5011606288174573
Wavelength: 9.22e-07 m, Magnitude: 0.5011624185477738
Wavelength: 9.21e-07 m, Magnitude: 0.5011642096645794
Wavelength: 9.21e-07 m, Magnitude: 0.5011660021684692
Wavelength: 9.20e-07 m, Magnitude: 0.5011677960592776
Wavelength: 9.19e-07 m, Magnitude: 0.5011695913369631
Wavelength: 9.18e-07 m, Magnitude: 0.5011713880016399
Wavelength: 9.18e-07 m, Magnitude: 0.5011731860531617
Wavelength: 9.17e-07 m, Magnitude: 0.5011749854919152
Wavelength: 9.16e-07 m, Magnitude: 0.5011767863173137
Wavelength: 9.16e-07 m, Magnitude: 0.5011785885300736
